"id","scale_denominator","mi","inom"
643,100000,"2448","SE-22-Z-A-VI"
644,100000,"2412","SE-22-Z-B-I"
645,100000,"2413","SE-22-Z-B-II"
646,100000,"0047","NA-20-V-D-I"
647,100000,"0217","NA-20-Y-D-IV"
648,100000,"2414","SE-22-Z-B-III"
649,100000,"2449","SE-22-Z-B-IV"
650,100000,"2707","SF-23-Y-A-II"
651,100000,"2708","SF-23-Y-A-III"
652,100000,"2736","SF-23-Y-A-IV"
653,100000,"2737","SF-23-Y-A-V"
654,100000,"2738","SF-23-Y-A-VI"
655,100000,"2709","SF-23-Y-B-I"
656,100000,"2710","SF-23-Y-B-II"
657,100000,"2231","SD-24-Y-D-V"
658,100000,"2711","SF-23-Y-B-III"
659,100000,"0218","NA-20-Y-D-V"
660,100000,"2739","SF-23-Y-B-IV"
661,100000,"2651","SF-21-V-D-IV"
662,100000,"2652","SF-21-V-D-V"
663,100000,"2653","SF-21-V-D-VI"
664,100000,"2547","SF-21-X-A-I"
665,100000,"2548","SF-21-X-A-II"
666,100000,"2549","SF-21-X-A-III"
667,100000,"2583","SF-21-X-A-IV"
668,100000,"1816","SC-21-Z-D-V"
669,100000,"2232","SD-24-Y-D-VI"
670,100000,"2584","SF-21-X-A-V"
671,100000,"2585","SF-21-X-A-VI"
672,100000,"0219","NA-20-Y-D-VI"
673,100000,"2728","SF-22-Y-B-V"
674,100000,"2729","SF-22-Y-B-VI"
675,100000,"2753","SF-22-Y-C-I"
676,100000,"2754","SF-22-Y-C-II"
677,100000,"2755","SF-22-Y-C-III"
678,100000,"2779","SF-22-Y-C-IV"
679,100000,"2780","SF-22-Y-C-V"
680,100000,"2100","SD-24-Z-A-I"
681,100000,"2781","SF-22-Y-C-VI"
682,100000,"2756","SF-22-Y-D-I"
683,100000,"2450","SE-22-Z-B-V"
684,100000,"0099","NA-20-Z-A-I"
685,100000,"2451","SE-22-Z-B-VI"
686,100000,"2483","SE-22-Z-C-I"
687,100000,"2484","SE-22-Z-C-II"
688,100000,"2485","SE-22-Z-C-III"
689,100000,"2521","SE-22-Z-C-IV"
690,100000,"2522","SE-22-Z-C-V"
691,100000,"0042","NA-21-V-A-IV"
692,100000,"2523","SE-22-Z-C-VI"
693,100000,"2486","SE-22-Z-D-I"
694,100000,"2740","SF-23-Y-B-V"
695,100000,"2741","SF-23-Y-B-VI"
696,100000,"0100","NA-20-Z-A-II"
697,100000,"2765","SF-23-Y-C-I"
698,100000,"2766","SF-23-Y-C-II"
699,100000,"2767","SF-23-Y-C-III"
700,100000,"2791","SF-23-Y-C-IV"
701,100000,"2792","SF-23-Y-C-V"
702,100000,"0056","NA-21-V-C-I"
703,100000,"2793","SF-23-Y-C-VI"
704,100000,"2768","SF-23-Y-D-I"
705,100000,"2550","SF-21-X-B-I"
706,100000,"2551","SF-21-X-B-II"
707,100000,"2552","SF-21-X-B-III"
708,100000,"0101","NA-20-Z-A-III"
709,100000,"2586","SF-21-X-B-IV"
710,100000,"2587","SF-21-X-B-V"
711,100000,"2588","SF-21-X-B-VI"
712,100000,"2619","SF-21-X-C-I"
713,100000,"0075","NA-21-V-C-IV"
714,100000,"2620","SF-21-X-C-II"
715,100000,"2621","SF-21-X-C-III"
716,100000,"2757","SF-22-Y-D-II"
717,100000,"2758","SF-22-Y-D-III"
718,100000,"2782","SF-22-Y-D-IV"
719,100000,"2783","SF-22-Y-D-V"
720,100000,"0137","NA-20-Z-A-IV"
721,100000,"2784","SF-22-Y-D-VI"
722,100000,"2700","SF-22-Z-A-I"
723,100000,"2701","SF-22-Z-A-II"
724,100000,"0076","NA-21-V-D-VI"
725,100000,"2702","SF-22-Z-A-III"
726,100000,"2730","SF-22-Z-A-IV"
727,100000,"2487","SE-22-Z-D-II"
728,100000,"2488","SE-22-Z-D-III"
729,100000,"2524","SE-22-Z-D-IV"
730,100000,"2525","SE-22-Z-D-V"
731,100000,"2526","SE-22-Z-D-VI"
732,100000,"0138","NA-20-Z-A-V"
733,100000,"2259","SE-23-V-A-I"
734,100000,"2260","SE-23-V-A-II"
735,100000,"0057","NA-21-X-C-III"
736,100000,"2261","SE-23-V-A-III"
737,100000,"2299","SE-23-V-A-IV"
738,100000,"2769","SF-23-Y-D-II"
739,100000,"2770","SF-23-Y-D-III"
740,100000,"2794","SF-23-Y-D-IV"
741,100000,"2795","SF-23-Y-D-V"
742,100000,"2796","SF-23-Y-D-VI"
743,100000,"2712","SF-23-Z-A-I"
744,100000,"0051","NA-20-X-C-II"
745,100000,"0139","NA-20-Z-A-VI"
746,100000,"0077","NA-21-X-C-V"
747,100000,"2713","SF-23-Z-A-II"
748,100000,"2714","SF-23-Z-A-III"
749,100000,"2742","SF-23-Z-A-IV"
750,100000,"2654","SF-21-X-C-IV"
751,100000,"2655","SF-21-X-C-V"
752,100000,"2862","SG-22-Y-A-III"
753,100000,"2872","SG-22-Y-A-IV"
754,100000,"2873","SG-22-Y-A-V"
755,100000,"2874","SG-22-Y-A-VI"
756,100000,"2863","SG-22-Y-B-I"
757,100000,"0078","NA-21-X-C-VI"
758,100000,"0102","NA-20-Z-B-I"
759,100000,"2864","SG-22-Y-B-II"
760,100000,"2865","SG-22-Y-B-III"
761,100000,"2731","SF-22-Z-A-V"
762,100000,"2732","SF-22-Z-A-VI"
763,100000,"2703","SF-22-Z-B-I"
764,100000,"2704","SF-22-Z-B-II"
765,100000,"2705","SF-22-Z-B-III"
766,100000,"2733","SF-22-Z-B-IV"
767,100000,"2734","SF-22-Z-B-V"
768,100000,"0048","NA-20-V-D-II"
769,100000,"2735","SF-22-Z-B-VI"
770,100000,"0103","NA-20-Z-B-II"
771,100000,"2759","SF-22-Z-C-I"
772,100000,"2300","SE-23-V-A-V"
773,100000,"2301","SE-23-V-A-VI"
774,100000,"2262","SE-23-V-B-I"
775,100000,"2263","SE-23-V-B-II"
776,100000,"2264","SE-23-V-B-III"
777,100000,"2302","SE-23-V-B-IV"
778,100000,"2303","SE-23-V-B-V"
779,100000,"1817","SC-21-Z-D-VI"
780,100000,"0058","NA-21-X-D-I"
781,100000,"2304","SE-23-V-B-VI"
782,100000,"2339","SE-23-V-C-I"
783,100000,"689","SB-19-V-B-II"
784,100000,"2743","SF-23-Z-A-V"
785,100000,"2744","SF-23-Z-A-VI"
786,100000,"2715","SF-23-Z-B-I"
787,100000,"2716","SF-23-Z-B-II"
788,100000,"2717","SF-23-Z-B-III"
789,100000,"2745","SF-23-Z-B-IV"
790,100000,"2746","SF-23-Z-B-V"
791,100000,"0058A","NA-21-X-D-II"
792,100000,"2747","SF-23-Z-B-VI"
793,100000,"2771","SF-23-Z-C-I"
794,100000,"2875","SG-22-Y-B-IV"
795,100000,"0836","SB-19-X-C-III"
796,100000,"2876","SG-22-Y-B-V"
797,100000,"2877","SG-22-Y-B-VI"
798,100000,"2884","SG-22-Y-C-I"
799,100000,"2885","SG-22-Y-C-II"
800,100000,"2886","SG-22-Y-C-III"
801,100000,"2899","SG-22-Y-C-IV"
802,100000,"0079","NA-21-X-D-IV"
803,100000,"2900","SG-22-Y-C-V"
804,100000,"2901","SG-22-Y-C-VI"
805,100000,"2760","SF-22-Z-C-II"
806,100000,"2761","SF-22-Z-C-III"
807,100000,"0911","SB-19-X-C-IV"
808,100000,"2785","SF-22-Z-C-IV"
809,100000,"2786","SF-22-Z-C-V"
810,100000,"2787","SF-22-Z-C-VI"
811,100000,"2762","SF-22-Z-D-I"
812,100000,"2763","SF-22-Z-D-II"
813,100000,"0080","NA-21-X-D-V"
814,100000,"2764","SF-22-Z-D-III"
815,100000,"2788","SF-22-Z-D-IV"
816,100000,"2340","SE-23-V-C-II"
817,100000,"2341","SE-23-V-C-III"
818,100000,"2377","SE-23-V-C-IV"
819,100000,"0912","SB-19-X-C-V"
820,100000,"2378","SE-23-V-C-V"
821,100000,"2379","SE-23-V-C-VI"
822,100000,"2342","SE-23-V-D-I"
823,100000,"2343","SE-23-V-D-II"
824,100000,"0081","NA-21-X-D-VI"
825,100000,"2344","SE-23-V-D-III"
826,100000,"2076","SD-22-Z-A-I"
827,100000,"2772","SF-23-Z-C-II"
828,100000,"2773","SF-23-Z-C-III"
829,100000,"2774","SF-23-Z-D-I"
830,100000,"2774A","SF-23-Z-D-II"
831,100000,"0913","SB-19-X-C-VI"
832,100000,"2577","SF-24-V-A-I"
833,100000,"2578","SF-24-V-A-II"
834,100000,"2579","SF-24-V-A-III"
835,100000,"0105","NA-21-Y-A-I"
836,100000,"2613","SF-24-V-A-IV"
837,100000,"2614","SF-24-V-A-V"
838,100000,"2887","SG-22-Y-D-I"
839,100000,"2888","SG-22-Y-D-II"
840,100000,"2889","SG-22-Y-D-III"
841,100000,"2902","SG-22-Y-D-IV"
842,100000,"2903","SG-22-Y-D-V"
843,100000,"0837","SB-19-X-D-I"
844,100000,"2904","SG-22-Y-D-VI"
845,100000,"2866","SG-22-Z-A-I"
846,100000,"0106","NA-21-Y-A-II"
847,100000,"2867","SG-22-Z-A-II"
848,100000,"2868","SG-22-Z-A-III"
849,100000,"2789","SF-22-Z-D-V"
850,100000,"2790","SF-22-Z-D-VI"
851,100000,"2565","SF-23-V-A-I"
852,100000,"2566","SF-23-V-A-II"
853,100000,"2567","SF-23-V-A-III"
854,100000,"2601","SF-23-V-A-IV"
855,100000,"0838","SB-19-X-D-II"
856,100000,"2602","SF-23-V-A-V"
857,100000,"0143","NA-21-Y-A-IV"
858,100000,"2603","SF-23-V-A-VI"
859,100000,"2568","SF-23-V-B-I"
860,100000,"2077","SD-22-Z-A-II"
861,100000,"2078","SD-22-Z-A-III"
862,100000,"2120","SD-22-Z-A-IV"
863,100000,"2121","SD-22-Z-A-V"
864,100000,"2122","SD-22-Z-A-VI"
865,100000,"2079","SD-22-Z-B-I"
866,100000,"2080","SD-22-Z-B-II"
867,100000,"0052","NA-20-X-C-III"
868,100000,"0144","NA-21-Y-A-V"
869,100000,"0839","SB-19-X-D-III"
870,100000,"2081","SD-22-Z-B-III"
871,100000,"2123","SD-22-Z-B-IV"
872,100000,"2615","SF-24-V-A-VI"
873,100000,"2580","SF-24-V-B-I"
874,100000,"2616","SF-24-V-B-IV"
875,100000,"2649","SF-24-V-C-I"
876,100000,"2650","SF-24-V-C-II"
877,100000,"2651","SF-24-V-C-III"
878,100000,"2684","SF-24-V-C-IV"
879,100000,"0145","NA-21-Y-A-VI"
880,100000,"2685","SF-24-V-C-V"
881,100000,"0914","SB-19-X-D-IV"
882,100000,"2685A","SF-24-V-C-VI"
883,100000,"2878","SG-22-Z-A-IV"
884,100000,"2879","SG-22-Z-A-V"
885,100000,"2880","SG-22-Z-A-VI"
886,100000,"2869","SG-22-Z-B-I"
887,100000,"2870","SG-22-Z-B-II"
888,100000,"2871","SG-22-Z-B-III"
889,100000,"2881","SG-22-Z-B-IV"
890,100000,"1334","SC-22-V-A-I"
891,100000,"0049","NA-20-V-D-III"
892,100000,"2882","SG-22-Z-B-V"
893,100000,"2890","SG-22-Z-C-I"
894,100000,"0915","SB-19-X-D-V"
895,100000,"2569","SF-23-V-B-II"
896,100000,"2570","SF-23-V-B-III"
897,100000,"2604","SF-23-V-B-IV"
898,100000,"1291","SB-25-Y-C-IV"
899,100000,"1292","SB-25-Y-C-V"
900,100000,"1293","SB-25-Y-C-VI"
901,100000,"1294","SC-18-X-A-III"
902,100000,"0107","NA-21-Y-B-I"
903,100000,"1295","SC-18-X-B-I"
904,100000,"1296","SC-18-X-B-II"
905,100000,"2124","SD-22-Z-B-V"
906,100000,"0916","SB-19-X-D-VI"
907,100000,"2125","SD-22-Z-B-VI"
908,100000,"2165","SD-22-Z-C-I"
909,100000,"2166","SD-22-Z-C-II"
910,100000,"2167","SD-22-Z-C-III"
911,100000,"2209","SD-22-Z-C-IV"
912,100000,"2210","SD-22-Z-C-V"
913,100000,"0108","NA-21-Y-B-II"
914,100000,"2211","SD-22-Z-C-VI"
915,100000,"2168","SD-22-Z-D-I"
916,100000,"2718","SF-24-Y-A-I"
917,100000,"2719","SF-24-Y-A-II"
918,100000,"0982","SB-19-Y-A-I"
919,100000,"2748","SF-24-Y-A-IV"
920,100000,"2797","SG-21-X-B-I"
921,100000,"2798","SG-21-X-B-II"
922,100000,"2799","SG-21-X-B-III"
923,100000,"2816","SG-21-X-B-VI"
924,100000,"1826","SC-22-Z-C-VI"
925,100000,"2831","SG-21-X-D-II"
926,100000,"2832","SG-21-X-D-III"
927,100000,"2891","SG-22-Z-C-II"
928,100000,"2892","SG-22-Z-C-III"
929,100000,"2905","SG-22-Z-C-IV"
930,100000,"0983","SB-19-Y-A-II"
931,100000,"2906","SG-22-Z-C-V"
932,100000,"2907","SG-22-Z-C-VI"
933,100000,"2893","SG-22-Z-D-I"
934,100000,"2894","SG-22-Z-D-II"
935,100000,"1770","SC-22-Z-D-I"
936,100000,"2895","SG-22-Z-D-III"
937,100000,"2908","SG-22-Z-D-IV"
938,100000,"1297","SC-18-X-B-III"
939,100000,"1373","SC-18-X-B-IV"
940,100000,"1374","SC-18-X-B-V"
941,100000,"1375","SC-18-X-B-VI"
942,100000,"0984","SB-19-Y-A-III"
943,100000,"1450","SC-18-X-D-I"
944,100000,"1451","SC-18-X-D-II"
945,100000,"1452","SC-18-X-D-III"
946,100000,"1771","SC-22-Z-D-II"
947,100000,"1527","SC-18-X-D-VI"
948,100000,"1298","SC-19-V-A-I"
949,100000,"2169","SD-22-Z-D-II"
950,100000,"2170","SD-22-Z-D-III"
951,100000,"2212","SD-22-Z-D-IV"
952,100000,"2213","SD-22-Z-D-V"
953,100000,"2214","SD-22-Z-D-VI"
954,100000,"1061","SB-19-Y-A-IV"
955,100000,"1886","SD-23-V-A-I"
956,100000,"1887","SD-23-V-A-II"
957,100000,"1745","SC-20-Z-C-III"
958,100000,"1888","SD-23-V-A-III"
959,100000,"1940","SD-23-V-A-IV"
960,100000,"2846","SG-21-X-D-V"
961,100000,"2847","SG-21-X-D-VI"
962,100000,"2882-A","SG-21-Z-D-II"
963,100000,"2423","SE-23-Z-A-III"
964,100000,"2458","SE-23-Z-A-IV"
965,100000,"2459","SE-23-Z-A-V"
966,100000,"1062","SB-19-Y-A-V"
967,100000,"2460","SE-23-Z-A-VI"
968,100000,"1800","SC-20-Z-C-IV"
969,100000,"2424","SE-23-Z-B-I"
970,100000,"2425","SE-23-Z-B-II"
971,100000,"0976","SB-24-X-D-VI"
972,100000,"1042","SB-24-Y-A-I"
973,100000,"1043","SB-24-Y-A-II"
974,100000,"1044","SB-24-Y-A-III"
975,100000,"1121","SB-24-Y-A-IV"
976,100000,"1122","SB-24-Y-A-V"
977,100000,"1123","SB-24-Y-A-VI"
978,100000,"1063","SB-19-Y-A-VI"
979,100000,"1801","SC-20-Z-C-V"
980,100000,"1045","SB-24-Y-B-I"
981,100000,"1046","SB-24-Y-B-II"
982,100000,"1737","SC-19-Z-C-II"
983,100000,"3020","SH-22-Y-D-IV"
984,100000,"3021","SH-22-Y-D-V"
985,100000,"3022","SH-22-Y-D-VI"
986,100000,"2988","SH-22-Z-A-I"
987,100000,"2989","SH-22-Z-A-II"
988,100000,"3001","SH-22-Z-A-IV"
989,100000,"3002","SH-22-Z-A-V"
990,100000,"1802","SC-20-Z-C-VI"
991,100000,"0069","NA-20-X-C-IV"
992,100000,"0985","SB-19-Y-B-I"
993,100000,"3014","SH-22-Z-C-I"
994,100000,"3023","SI-22-V-A-I"
995,100000,"1047","SB-24-Y-B-III"
996,100000,"1124","SB-24-Y-B-IV"
997,100000,"1125","SB-24-Y-B-V"
998,100000,"1126","SB-24-Y-B-VI"
999,100000,"1200","SB-24-Y-C-I"
1000,100000,"1201","SB-24-Y-C-II"
1001,100000,"1335","SC-22-V-A-II"
1002,100000,"1746","SC-20-Z-D-I"
1003,100000,"1202","SB-24-Y-C-III"
1004,100000,"1279","SB-24-Y-C-IV"
1005,100000,"0986","SB-19-Y-B-II"
1006,100000,"1280","SB-24-Y-C-V"
1007,100000,"3024","SI-22-V-A-II"
1008,100000,"3025","SI-22-V-A-III"
1009,100000,"3028","SI-22-V-A-IV"
1010,100000,"3029","SI-22-V-A-V"
1011,100000,"3030","SI-22-V-A-VI"
1012,100000,"3026","SI-22-V-B-I"
1013,100000,"0066","NA-20-V-D-IV"
1014,100000,"3027","SI-22-V-B-II"
1015,100000,"3031","SI-22-V-B-IV"
1016,100000,"3032","SI-22-V-C-I"
1017,100000,"0987","SB-19-Y-B-III"
1018,100000,"1281","SB-24-Y-C-VI"
1019,100000,"1203","SB-24-Y-D-I"
1020,100000,"1204","SB-24-Y-D-II"
1021,100000,"1205","SB-24-Y-D-III"
1022,100000,"1282","SB-24-Y-D-IV"
1023,100000,"1283","SB-24-Y-D-V"
1024,100000,"1747","SC-20-Z-D-II"
1025,100000,"1284","SB-24-Y-D-VI"
1026,100000,"1048","SB-24-Z-A-I"
1027,100000,"1049","SB-24-Z-A-II"
1028,100000,"3033","SI-22-V-C-II"
1029,100000,"1064","SB-19-Y-B-IV"
1030,100000,"3034","SI-22-V-C-III"
1031,100000,"3035","SI-22-V-C-IV"
1032,100000,"3036","SI-22-V-C-V"
1033,100000,"3036A","SI-22-V-C-VI"
1034,100000,"2580-B","SF-26-V-A-II"
1035,100000,"1748","SC-20-Z-D-III"
1036,100000,"2580-C","SF-26-V-A-III"
1037,100000,"2616-A","SF-26-V-A-V"
1038,100000,"685-B","SA-25-Y-D-V"
1039,100000,"1050","SB-24-Z-A-III"
1040,100000,"1127","SB-24-Z-A-IV"
1041,100000,"1065","SB-19-Y-B-V"
1042,100000,"1128","SB-24-Z-A-V"
1043,100000,"1129","SB-24-Z-A-VI"
1044,100000,"1051","SB-24-Z-B-I"
1045,100000,"1052","SB-24-Z-B-II"
1046,100000,"1803","SC-20-Z-D-IV"
1047,100000,"1053","SB-24-Z-B-III"
1048,100000,"1130","SB-24-Z-B-IV"
1049,100000,"1131","SB-24-Z-B-V"
1050,100000,"685-C","SA-25-Z-C-V"
1051,100000,"0739","SB-23-X-A-I"
1052,100000,"0740","SB-23-X-A-II"
1053,100000,"1066","SB-19-Y-B-VI"
1054,100000,"0741","SB-23-X-A-III"
1055,100000,"0809","SB-23-X-A-IV"
1056,100000,"0810","SB-23-X-A-V"
1057,100000,"1804","SC-20-Z-D-V"
1058,100000,"0811","SB-23-X-A-VI"
1059,100000,"0742","SB-23-X-B-I"
1060,100000,"1132","SB-24-Z-B-VI"
1061,100000,"1206","SB-24-Z-C-I"
1062,100000,"204-A","NA-26-Y-C-II"
1063,100000,"1207","SB-24-Z-C-II"
1064,100000,"1208","SB-24-Z-C-III"
1065,100000,"1140","SB-19-Y-C-I"
1066,100000,"1285","SB-24-Z-C-IV"
1067,100000,"1286","SB-24-Z-C-V"
1068,100000,"1805","SC-20-Z-D-VI"
1069,100000,"1287","SB-24-Z-C-VI"
1070,100000,"1209","SB-24-Z-D-I"
1071,100000,"1210","SB-24-Z-D-II"
1072,100000,"0743","SB-23-X-B-II"
1073,100000,"0744","SB-23-X-B-III"
1074,100000,"0812","SB-23-X-B-IV"
1075,100000,"0813","SB-23-X-B-V"
1076,100000,"0814","SB-23-X-B-VI"
1077,100000,"1141","SB-19-Y-C-II"
1078,100000,"0882","SB-23-X-C-I"
1079,100000,"1322","SC-21-V-A-I"
1080,100000,"0883","SB-23-X-C-II"
1081,100000,"0884","SB-23-X-C-III"
1082,100000,"0959","SB-23-X-C-IV"
1083,100000,"1211","SB-24-Z-D-III"
1084,100000,"1288","SB-24-Z-D-IV"
1085,100000,"1289","SB-24-Z-D-V"
1086,100000,"1290","SB-24-Z-D-VI"
1087,100000,"0900","SB-25-V-C-I"
1088,100000,"0901","SB-25-V-C-II"
1089,100000,"1142","SB-19-Y-C-III"
1090,100000,"1323","SC-21-V-A-II"
1091,100000,"0977","SB-25-V-C-IV"
1092,100000,"0978","SB-25-V-C-V"
1093,100000,"1054","SB-25-Y-A-I"
1094,100000,"0960","SB-23-X-C-V"
1095,100000,"0961","SB-23-X-C-VI"
1096,100000,"0885","SB-23-X-D-I"
1097,100000,"0886","SB-23-X-D-II"
1098,100000,"0887","SB-23-X-D-III"
1099,100000,"0962","SB-23-X-D-IV"
1100,100000,"0963","SB-23-X-D-V"
1101,100000,"1324","SC-21-V-A-III"
1102,100000,"1219","SB-19-Y-C-IV"
1103,100000,"0964","SB-23-X-D-VI"
1104,100000,"1030","SB-23-Y-A-I"
1105,100000,"1055","SB-25-Y-A-II"
1106,100000,"1056","SB-25-Y-A-III"
1107,100000,"1133","SB-25-Y-A-IV"
1108,100000,"1134","SB-25-Y-A-V"
1109,100000,"1135","SB-25-Y-A-VI"
1110,100000,"1212","SB-25-Y-C-I"
1111,100000,"1213","SB-25-Y-C-II"
1112,100000,"0067","NA-20-V-D-V"
1113,100000,"1336","SC-22-V-A-III"
1114,100000,"1400","SC-21-V-A-IV"
1115,100000,"1214","SB-25-Y-C-III"
1116,100000,"0004","NB-20-Z-D-II"
1117,100000,"0572","SA-20-Y-D-III"
1118,100000,"2834","SG-22-V-C-II"
1119,100000,"2914","SH-21-X-B-III"
1120,100000,"2928","SH-21-X-B-IV"
1121,100000,"2929","SH-21-X-B-V"
1122,100000,"2930","SH-21-X-B-VI"
1123,100000,"2942","SH-21-X-C-I"
1124,100000,"2943","SH-21-X-C-II"
1125,100000,"1401","SC-21-V-A-V"
1126,100000,"2944","SH-21-X-C-III"
1127,100000,"2959","SH-21-X-C-IV"
1128,100000,"2960","SH-21-X-C-V"
1129,100000,"0633","SA-20-Y-D-IV"
1130,100000,"1031","SB-23-Y-A-II"
1131,100000,"1032","SB-23-Y-A-III"
1132,100000,"1109","SB-23-Y-A-IV"
1133,100000,"1110","SB-23-Y-A-V"
1134,100000,"1111","SB-23-Y-A-VI"
1135,100000,"1033","SB-23-Y-B-I"
1136,100000,"0104","NA-20-Z-B-III"
1137,100000,"1034","SB-23-Y-B-II"
1138,100000,"1035","SB-23-Y-B-III"
1139,100000,"1112","SB-23-Y-B-IV"
1140,100000,"2835","SG-22-V-C-III"
1141,100000,"0634","SA-20-Y-D-V"
1142,100000,"2848","SG-22-V-C-IV"
1143,100000,"2849","SG-22-V-C-V"
1144,100000,"2850","SG-22-V-C-VI"
1145,100000,"2836","SG-22-V-D-I"
1146,100000,"2837","SG-22-V-D-II"
1147,100000,"1402","SC-21-V-A-VI"
1148,100000,"2838","SG-22-V-D-III"
1149,100000,"2851","SG-22-V-D-IV"
1150,100000,"2852","SG-22-V-D-V"
1151,100000,"2961","SH-21-X-C-VI"
1152,100000,"2945","SH-21-X-D-I"
1153,100000,"0635","SA-20-Y-D-VI"
1154,100000,"2946","SH-21-X-D-II"
1155,100000,"2947","SH-21-X-D-III"
1156,100000,"2962","SH-21-X-D-IV"
1157,100000,"2963","SH-21-X-D-V"
1158,100000,"1325","SC-21-V-B-I"
1159,100000,"2964","SH-21-X-D-VI"
1160,100000,"2974","SH-21-Y-B-II"
1161,100000,"2975","SH-21-Y-B-III"
1162,100000,"1113","SB-23-Y-B-V"
1163,100000,"1114","SB-23-Y-B-VI"
1164,100000,"1188","SB-23-Y-C-I"
1165,100000,"0458","SA-20-Z-A-I"
1166,100000,"1189","SB-23-Y-C-II"
1167,100000,"1190","SB-23-Y-C-III"
1168,100000,"1267","SB-23-Y-C-IV"
1169,100000,"1326","SC-21-V-B-II"
1170,100000,"1268","SB-23-Y-C-V"
1171,100000,"1269","SB-23-Y-C-VI"
1172,100000,"1191","SB-23-Y-D-I"
1173,100000,"2853","SG-22-V-D-VI"
1174,100000,"2806","SG-22-X-A-I"
1175,100000,"2807","SG-22-X-A-II"
1176,100000,"2808","SG-22-X-A-III"
1177,100000,"0459","SA-20-Z-A-II"
1178,100000,"2823","SG-22-X-A-IV"
1179,100000,"2824","SG-22-X-A-V"
1180,100000,"1327","SC-21-V-B-III"
1181,100000,"2825","SG-22-X-A-VI"
1182,100000,"2809","SG-22-X-B-I"
1183,100000,"2810","SG-22-X-B-II"
1184,100000,"2976","SH-21-Z-A-I"
1185,100000,"2977","SH-21-Z-A-II"
1186,100000,"2978","SH-21-Z-A-III"
1187,100000,"2990","SH-21-Z-A-V"
1188,100000,"2991","SH-21-Z-A-VI"
1189,100000,"0460","SA-20-Z-A-III"
1190,100000,"2979","SH-21-Z-B-I"
1191,100000,"1403","SC-21-V-B-IV"
1192,100000,"2980","SH-21-Z-B-II"
1193,100000,"2981","SH-21-Z-B-III"
1194,100000,"2992","SH-21-Z-B-IV"
1195,100000,"1192","SB-23-Y-D-II"
1196,100000,"1193","SB-23-Y-D-III"
1197,100000,"1270","SB-23-Y-D-IV"
1198,100000,"1271","SB-23-Y-D-V"
1199,100000,"1272","SB-23-Y-D-VI"
1200,100000,"1036","SB-23-Z-A-I"
1201,100000,"0512","SA-20-Z-A-IV"
1202,100000,"1404","SC-21-V-B-V"
1203,100000,"1037","SB-23-Z-A-II"
1204,100000,"1038","SB-23-Z-A-III"
1205,100000,"1115","SB-23-Z-A-IV"
1206,100000,"2811","SG-22-X-B-III"
1207,100000,"2826","SG-22-X-B-IV"
1208,100000,"2827","SG-22-X-B-V"
1209,100000,"2828","SG-22-X-B-VI"
1210,100000,"2839","SG-22-X-C-I"
1211,100000,"2840","SG-22-X-C-II"
1212,100000,"2841","SG-22-X-C-III"
1213,100000,"1405","SC-21-V-B-VI"
1214,100000,"0513","SA-20-Z-A-V"
1215,100000,"2854","SG-22-X-C-IV"
1216,100000,"2855","SG-22-X-C-V"
1217,100000,"2993","SH-21-Z-B-V"
1218,100000,"2994","SH-21-Z-B-VI"
1219,100000,"3003","SH-21-Z-C-II"
1220,100000,"2805","SG-22-V-B-III"
1221,100000,"2820","SG-22-V-B-IV"
1222,100000,"2821","SG-22-V-B-V"
1223,100000,"2822","SG-22-V-B-VI"
1224,100000,"1412","SC-22-V-A-IV"
1225,100000,"1477","SC-21-V-C-I"
1226,100000,"2833","SG-22-V-C-I"
1227,100000,"0514","SA-20-Z-A-VI"
1228,100000,"2919","SH-22-V-B-II"
1229,100000,"1116","SB-23-Z-A-V"
1230,100000,"1117","SB-23-Z-A-VI"
1231,100000,"1039","SB-23-Z-B-I"
1232,100000,"1040","SB-23-Z-B-II"
1233,100000,"1041","SB-23-Z-B-III"
1234,100000,"1118","SB-23-Z-B-IV"
1235,100000,"1119","SB-23-Z-B-V"
1236,100000,"1478","SC-21-V-C-II"
1237,100000,"1120","SB-23-Z-B-VI"
1238,100000,"1194","SB-23-Z-C-I"
1239,100000,"0005","NB-20-Z-D-III"
1240,100000,"0461","SA-20-Z-B-I"
1241,100000,"2856","SG-22-X-C-VI"
1242,100000,"2842","SG-22-X-D-I"
1243,100000,"2843","SG-22-X-D-II"
1244,100000,"2844","SG-22-X-D-III"
1245,100000,"2857","SG-22-X-D-IV"
1246,100000,"2858","SG-22-X-D-V"
1247,100000,"1479","SC-21-V-C-III"
1248,100000,"2859","SG-22-X-D-VI"
1249,100000,"2860","SG-22-Y-A-I"
1250,100000,"2861","SG-22-Y-A-II"
1251,100000,"2920","SH-22-V-B-III"
1252,100000,"0462","SA-20-Z-B-II"
1253,100000,"2934","SH-22-V-B-IV"
1254,100000,"2935","SH-22-V-B-V"
1255,100000,"2936","SH-22-V-B-VI"
1256,100000,"2948","SH-22-V-C-I"
1257,100000,"2949","SH-22-V-C-II"
1258,100000,"0140","NA-20-Z-B-IV"
1259,100000,"2950","SH-22-V-C-III"
1260,100000,"2965","SH-22-V-C-IV"
1261,100000,"2966","SH-22-V-C-V"
1262,100000,"1195","SB-23-Z-C-II"
1263,100000,"1196","SB-23-Z-C-III"
1264,100000,"0463","SA-20-Z-B-III"
1265,100000,"1273","SB-23-Z-C-IV"
1266,100000,"1274","SB-23-Z-C-V"
1267,100000,"1275","SB-23-Z-C-VI"
